id	src tokenized	tgt tokenized	src raw	tgt raw	bias type tag
527	[@TheLaurenChen, What, does, you, getting, pregnant, have, anything, to, do, with, the, decision, to, get, the, vaccine?, It, doesn't, sterilize, you., If, anything, you, should, probably, want, to, be, immune, to, a, contagious, disease, before, you, get, pregnant.]	[]	@TheLaurenChen What does you getting pregnant have anything to do with the decision to get the vaccine? It doesn't sterilize you. If anything you should probably want to be immune to a contagious disease before you get pregnant.		unbiased
528	[@1800benriya, She'll, laugh, at, the, response., Like, a, villain, in, guessing.', Another, small, chuckle, from, the, lovely, lady, before, actually, responding.'Writing,, vibin,, throwing, knives, into, a, cutting, board, when, I'm, not, playing, five, finger, fillet, with, them.']	[@1800benriya, She'll, laugh, at, the, response., Like, a, villain, in, guessing.', Another, small, chuckle, from, the, lovely, lady, before, actually, responding.'Writing,, vibin,, throwing, knives, into, a, cutting, board, when, I'm, not, playing, five, finger, fillet, with, them.']	@1800benriya She'll laugh at the response. 'Like a villain in guessing.' Another small chuckle from the lovely lady before actually responding.'Writing, vibin, throwing knives into a cutting board when I'm not playing five finger fillet with them.'	@1800benriya She'll laugh at the response. 'Like a villain in guessing.' Another small chuckle from the lovely lady before actually responding.'Writing, vibin, throwing knives into a cutting board when I'm not playing five finger fillet with them.'	unbiased
529	[and, the, thing, that, makes, sexual, assault, is, not, the, specific, act, being, carried, out,, but, rather, the, lack, of, consent, to, that, act,, WHATEVER, it, happens, to, be,, kink, or, vanilla, or, street, harassment]	[and, the, thing, that, makes, sexual, assault, is, not, the, specific, act, being, carried, out,, but, rather, the, lack, of, consent, to, that, act,, WHATEVER, it, happens, to, be,, kink, or, vanilla, or, street, harassment]	and the thing that makes sexual assault is not the specific act being carried out, but rather the lack of consent to that act, WHATEVER it happens to be, kink or vanilla or street harassment	and the thing that makes sexual assault is not the specific act being carried out, but rather the lack of consent to that act, WHATEVER it happens to be, kink or vanilla or street harassment	unbiased
530	[@TheNativeAngel, @FeministGhoul, @DoomSperg, @DSiPaint, By, your, dumb, logic,, gays,, the, infertile,, and, post, menopausal, women, shouldn't, be, allowed, to, have, sex, because, they, can't, reproduce.]	[@TheNativeAngel, @FeministGhoul, @DoomSperg, @DSiPaint, By, your, dumb, logic,, gays,, the, infertile,, and, post, menopausal, women, shouldn't, be, allowed, to, have, sex, because, they, can't, reproduce.]	@TheNativeAngel @FeministGhoul @DoomSperg @DSiPaint By your dumb logic, gays, the infertile, and post menopausal women shouldn't be allowed to have sex because they can't reproduce.	@TheNativeAngel @FeministGhoul @DoomSperg @DSiPaint By your dumb logic, gays, the infertile, and post menopausal women shouldn't be allowed to have sex because they can't reproduce.	unbiased
531	[@bayareahausfrau, @defiance_lady, Slackers., One, year, I, ordered, hubs, a, huge, new, grill, from, Amazon;, I, had, to, use, my, feet, to, roll, it, over, because, it, was, so, heavy,, and, it, looked, like, something, Frankenstein, had, wrapped,, because, it, took, 3, rolls, of, paper,, but, I, did, it!, Now, I've, learned, the, trick, -, don't, wrap, the, bottom.]	[@bayareahausfrau, @defiance_lady, Slackers., One, year, I, ordered, hubs, a, huge, new, grill, from, Amazon;, I, had, to, use, my, feet, to, roll, it, over, because, it, was, so, heavy,, and, it, looked, like, something, Frankenstein, had, wrapped,, because, it, took, 3, rolls, of, paper,, but, I, did, it!, Now, I've, learned, the, trick, -, don't, wrap, the, bottom.]	@bayareahausfrau @defiance_lady Slackers. One year I ordered hubs a huge new grill from Amazon; I had to use my feet to roll it over because it was so heavy, and it looked like something Frankenstein had wrapped, because it took 3 rolls of paper, but I did it! Now I've learned the trick - don't wrap the bottom.	@bayareahausfrau @defiance_lady Slackers. One year I ordered hubs a huge new grill from Amazon; I had to use my feet to roll it over because it was so heavy, and it looked like something Frankenstein had wrapped, because it took 3 rolls of paper, but I did it! Now I've learned the trick - don't wrap the bottom.	unbiased
532	[@AliceSister3, I, want, a, sex, doll, cuz, i, hate, people,, not, women,, I, don't, feel, good, talking, with, people, i, don't, know,, so, my, chance, of, getting, a, GF, is, zero,, mostly, because, i, don't, want, to, be, hurt, like, my, first, and, last, time, in, a, relationship.]	[@AliceSister3, I, want, a, sex, doll, cuz, i, hate, people,, not, women,, I, don't, feel, good, talking, with, people, i, don't, know,, so, my, chance, of, getting, a, GF, is, zero,, mostly, because, i, don't, want, to, be, hurt, like, my, first, and, last, time, in, a, relationship.]	@AliceSister3 I want a sex doll cuz i hate people, not women, I don't feel good talking with people i don't know, so my chance of getting a GF is zero, mostly because i don't want to be hurt like my first and last time in a relationship.	@AliceSister3 I want a sex doll cuz i hate people, not women, I don't feel good talking with people i don't know, so my chance of getting a GF is zero, mostly because i don't want to be hurt like my first and last time in a relationship.	unbiased
533	[Why, hate, on, a, beautiful, woman, making, her, money?, I, would, rather, learn, from, them., That's, the, difference, between, you, and, me., I, celebrate, success, while, you, hate, and, try, to, shade, on, it., Do, better.]	[Why, hate, on, a, beautiful, woman, making, her, money?, I, would, rather, learn, from, them., That's, the, difference, between, you, and, me., I, celebrate, success, while, you, hate, and, try, to, shade, on, it., Do, better.]	Why hate on a beautiful woman making her money? I would rather learn from them. That's the difference between you and me. I celebrate success while you hate and try to shade on it. Do better.	Why hate on a beautiful woman making her money? I would rather learn from them. That's the difference between you and me. I celebrate success while you hate and try to shade on it. Do better.	unbiased
534	[Thinking, about, Disney's, cultural, empire, and, how, American, mythos, is, inherently, linked, to, puritan, industriousness, that, exploits, every, ounce, of, value, out, of, every, resource, it, encounters, with, no, regard, for, quality, or, utility, of, the, product, it, creates, from, the, plunder.Word]	[Thinking, about, Disney's, cultural, empire, and, how, American, mythos, is, inherently, linked, to, puritan, industriousness, that, exploits, every, ounce, of, value, out, of, every, resource, it, encounters, with, no, regard, for, quality, or, utility, of, the, product, it, creates, from, the, plunder.Word]	Thinking about Disney's cultural empire and how American mythos is inherently linked to puritan industriousness that exploits every ounce of value out of every resource it encounters with no regard for quality or utility of the product it creates from the plunder.Word	Thinking about Disney's cultural empire and how American mythos is inherently linked to puritan industriousness that exploits every ounce of value out of every resource it encounters with no regard for quality or utility of the product it creates from the plunder.Word	unbiased
535	[tell, me, WHY, i, find, this, picture, attractive, https://t.co/lFj64bbR7p]	[tell, me, WHY, i, find, this, picture, attractive, https://t.co/lFj64bbR7p]	tell me WHY i find this picture attractive https://t.co/lFj64bbR7p	tell me WHY i find this picture attractive https://t.co/lFj64bbR7p	unbiased
536	[@spider_tran, Set, a, time, everyday, for, shower/bath, time,, set, an, alarm, try, to, stick, to, it., And, remember, depression, is, a, bitch,, but, a, nice, shower, goes, along, way, in, making, you, feel, less, like, crap., Also, invest, in, nice, bath, products., As, our, old, chef, would, say, you, look, good, you, cook, good, &lt;3, https://t.co/nR3JLDeH98]	[@spider_tran, Set, a, time, everyday, for, shower/bath, time,, set, an, alarm, try, to, stick, to, it., And, remember, depression, is, a, bitch,, but, a, nice, shower, goes, along, way, in, making, you, feel, less, like, crap., Also, invest, in, nice, bath, products., As, our, old, chef, would, say, you, look, good, you, cook, good, &lt;3, https://t.co/nR3JLDeH98]	@spider_tran Set a time everyday for shower/bath time,  set an alarm try to stick to it. And remember depression is a bitch, but a nice shower goes along way in making you feel less like crap. Also invest in nice bath products. As our old chef would say you look good you cook good &lt;3 https://t.co/nR3JLDeH98	@spider_tran Set a time everyday for shower/bath time,  set an alarm try to stick to it. And remember depression is a bitch, but a nice shower goes along way in making you feel less like crap. Also invest in nice bath products. As our old chef would say you look good you cook good &lt;3 https://t.co/nR3JLDeH98	unbiased
537	[@holyquor, @Answerforu2, #NotAllMen, admit, defeat]	[@holyquor, @Answerforu2, #NotAllMen, admit, defeat]	@holyquor @Answerforu2 #NotAllMen admit defeat	@holyquor @Answerforu2 #NotAllMen admit defeat	unbiased
538	[Amen., I've, had, men, AND, women, make, nasty, comments, or, assumptions, based, on, clothes, I've, worn, to, shows., Maybe, mind, your, business, and, just, enjoy, the, wrestling, https://t.co/FTuS4A3wZn]	[Amen., I've, had, men, AND, women, make, nasty, comments, or, assumptions, based, on, clothes, I've, worn, to, shows., Maybe, mind, your, business, and, just, enjoy, the, wrestling, https://t.co/FTuS4A3wZn]	Amen. I've had men AND women make nasty comments or assumptions based on clothes I've worn to shows. Maybe mind your business and just enjoy the wrestling  https://t.co/FTuS4A3wZn	Amen. I've had men AND women make nasty comments or assumptions based on clothes I've worn to shows. Maybe mind your business and just enjoy the wrestling  https://t.co/FTuS4A3wZn	unbiased
539	[..., old, men, with, twisted, behaviours, on, children, #Kincora?UK, journalist, &, brother, STILL, with, ZERO, #HumanRights, after, 45, yrs, #harassed, #bullied, #blacklistedhttps://t.co/2TCDaT9bHG]	[..., old, men, with, twisted, behaviours, on, children, #Kincora?UK, journalist, &, brother, STILL, with, ZERO, #HumanRights, after, 45, yrs, #harassed, #bullied, #blacklistedhttps://t.co/2TCDaT9bHG]	... old men with twisted behaviours on children #Kincora?UK journalist & brother STILL with ZERO #HumanRights after 45 yrs #harassed #bullied #blacklistedhttps://t.co/2TCDaT9bHG	... old men with twisted behaviours on children #Kincora?UK journalist & brother STILL with ZERO #HumanRights after 45 yrs #harassed #bullied #blacklistedhttps://t.co/2TCDaT9bHG	unbiased
540	[@Anjiebm, @Jollz, So,, what, exactly, do, u, wish, to, have, been, done?, Go, and, drag, her, out?, I, dont, understand., We, are, all, adults., I, think, until, we, begin, to, tell, women, that, they, are, not, less, humans, and, can, take, their, own, decisions, and, responsibilities,, we, cant, make, progress, if, we, keep, shifting, blame]	[@Anjiebm, @Jollz, So,, what, exactly, do, u, wish, to, have, been, done?, Go, and, drag, her, out?, I, dont, understand., We, are, all, adults., I, think, until, we, begin, to, tell, women, that, they, are, not, less, humans, and, can, take, their, own, decisions, and, responsibilities,, we, cant, make, progress, if, we, keep, shifting, blame]	@Anjiebm @Jollz So, what exactly do u wish to have been done? Go and drag her out? I dont understand. We are all adults. I think until we begin to tell women that they are not less humans and can take their own decisions and responsibilities, we cant make progress if we keep shifting blame	@Anjiebm @Jollz So, what exactly do u wish to have been done? Go and drag her out? I dont understand. We are all adults. I think until we begin to tell women that they are not less humans and can take their own decisions and responsibilities, we cant make progress if we keep shifting blame	unbiased
541	[A, young, girl, with, mismatched, eyes, and, the, ability, to, speak, to, ghosts, comes, of, age, in, Puritan, New, England, #PitMad#, H#YA#S]	[A, young, girl, with, mismatched, eyes, and, the, ability, to, speak, to, ghosts, comes, of, age, in, Puritan, New, England, #PitMad#, H#YA#S]	A young girl with mismatched eyes and the ability to speak to ghosts comes of age in Puritan New England #PitMad# H#YA#S	A young girl with mismatched eyes and the ability to speak to ghosts comes of age in Puritan New England #PitMad# H#YA#S	unbiased
542	[@JustTribalman4u, Yep,, whole, new, use, of, cock-block]	[@JustTribalman4u, Yep,, whole, new, use, of, cock-block]	@JustTribalman4u Yep, whole new use of cock-block	@JustTribalman4u Yep, whole new use of cock-block	unbiased
543	[DMs, are, open, for, rates!, Men, and, women, send, me, your, pics,, bonus, points, if, it's, a, video, #sext, #horny, #sex, #porn, #cum, #cumslut, #dick, #cock, #penis, #dickpic, #tits, #boobs, #titpic, #dmme, #nudes, #rates, #whore, #slut, #bi, #gay, #lesbian]	[DMs, are, open, for, rates!, Men, and, women, send, me, your, pics,, bonus, points, if, it's, a, video, #sext, #horny, #sex, #porn, #cum, #cumslut, #dick, #cock, #penis, #dickpic, #tits, #boobs, #titpic, #dmme, #nudes, #rates, #whore, #slut, #bi, #gay, #lesbian]	DMs are open for rates! Men and women send me your pics, bonus points if it's a video  #sext #horny #sex #porn #cum #cumslut #dick #cock #penis #dickpic #tits #boobs #titpic #dmme #nudes #rates #whore #slut #bi #gay #lesbian	DMs are open for rates! Men and women send me your pics, bonus points if it's a video  #sext #horny #sex #porn #cum #cumslut #dick #cock #penis #dickpic #tits #boobs #titpic #dmme #nudes #rates #whore #slut #bi #gay #lesbian	unbiased
544	[@nambaanthony1, Certified, slapper]	[@nambaanthony1, Certified, slapper]	@nambaanthony1 Certified slapper	@nambaanthony1 Certified slapper	unbiased
545	[You, know, the, world, is, a, hot, mess, when, a, girl, on, tiktok, makes, +$10k, for, a, 10sec, vid, of, her, pulling, faces,, not, particularly, uniquely, either.You, all, know, people, do, that, to, try, make, babies, laugh..., right?]	[You, know, the, world, is, a, hot, mess, when, a, girl, on, tiktok, makes, +$10k, for, a, 10sec, vid, of, her, pulling, faces,, not, particularly, uniquely, either.You, all, know, people, do, that, to, try, make, babies, laugh..., right?]	You know the world is a hot mess when a girl on tiktok makes +$10k for a 10sec vid of her pulling faces, not particularly uniquely either.You all know people do that to try make babies laugh... right?	You know the world is a hot mess when a girl on tiktok makes +$10k for a 10sec vid of her pulling faces, not particularly uniquely either.You all know people do that to try make babies laugh... right?	unbiased
546	[@faeriehwa, YOUR, BEAUTIFUL]	[@faeriehwa, YOUR, BEAUTIFUL]	@faeriehwa YOUR BEAUTIFUL	@faeriehwa YOUR BEAUTIFUL	unbiased
547	[@RosieMa73079516, Thanks, babes]	[@RosieMa73079516, Thanks, babes]	@RosieMa73079516 Thanks babes	@RosieMa73079516 Thanks babes	unbiased
548	[imagine, being, traditionally, attractive..., i, can, not, relate, to, any, capacity]	[imagine, being, traditionally, attractive..., i, can, not, relate, to, any, capacity]	imagine being traditionally attractive... i can not relate to any capacity	imagine being traditionally attractive... i can not relate to any capacity	unbiased
549	[@dumpylol, Dude, WHY, IS, HE, PLAYING, THE, VICTIM, CARD]	[@dumpylol, Dude, WHY, IS, HE, PLAYING, THE, VICTIM, CARD]	@dumpylol Dude WHY IS HE PLAYING THE VICTIM CARD	@dumpylol Dude WHY IS HE PLAYING THE VICTIM CARD	unbiased
550	[@Bartender_Rott, "H-haaah..., yes..., I, d-did..., Fuck...", Tyler, whimpered,, biting, his, lower, lip, as, his, back, arched,, that, fat, thumb, touching, his, sensitive, folds, making, his, eyes, flutter, shut.Some, more, of, that, glistening, liquid, dripped, out, of, the, boy's, blossoming, cunt,, the, pink, flesh, inside, shiny, —&gt;]	[@Bartender_Rott, "H-haaah..., yes..., I, d-did..., Fuck...", Tyler, whimpered,, biting, his, lower, lip, as, his, back, arched,, that, fat, thumb, touching, his, sensitive, folds, making, his, eyes, flutter, shut.Some, more, of, that, glistening, liquid, dripped, out, of, the, boy's, blossoming, cunt,, the, pink, flesh, inside, shiny, —&gt;]	@Bartender_Rott "H-haaah... yes... I d-did... Fuck..." Tyler whimpered, biting his lower lip as his back arched, that fat thumb touching his sensitive folds making his eyes flutter shut.Some more of that glistening liquid dripped out of the boy's blossoming cunt, the pink flesh inside shiny —&gt;	@Bartender_Rott "H-haaah... yes... I d-did... Fuck..." Tyler whimpered, biting his lower lip as his back arched, that fat thumb touching his sensitive folds making his eyes flutter shut.Some more of that glistening liquid dripped out of the boy's blossoming cunt, the pink flesh inside shiny —&gt;	unbiased
551	[@OdunadekoladeHappy, birthday, to, you,, may, God, continue, to, shower, His, infinite, blessings, on, you, and, your, family]	[@OdunadekoladeHappy, birthday, to, you,, may, God, continue, to, shower, His, infinite, blessings, on, you, and, your, family]	@OdunadekoladeHappy birthday to you, may God continue to shower His infinite blessings on you and your family	@OdunadekoladeHappy birthday to you, may God continue to shower His infinite blessings on you and your family	unbiased
552	[@MirrorCeleb, I'm, just, waiting, to, hear, about, the, 2020, version, of, the, Oedipus, complex:, the, child's, repressed, desire, to, transition, their, single, parent, dad, into, a, mother, in, order, to, sleep, with, ...them., Or, maybe, it's, the, other, way, round, now., I, can't, keep, up., Love, is, love]	[@MirrorCeleb, I'm, just, waiting, to, hear, about, the, 2020, version, of, the, Oedipus, complex:, the, child's, repressed, desire, to, transition, their, single, parent, dad, into, a, mother, in, order, to, sleep, with, ...them., Or, maybe, it's, the, other, way, round, now., I, can't, keep, up., Love, is, love]	@MirrorCeleb I'm just waiting to hear about the 2020 version of the Oedipus complex: the child's repressed desire to transition their single parent dad into a mother in order to sleep with ...them. Or maybe it's the other way round now. I can't keep up. Love is love	@MirrorCeleb I'm just waiting to hear about the 2020 version of the Oedipus complex: the child's repressed desire to transition their single parent dad into a mother in order to sleep with ...them. Or maybe it's the other way round now. I can't keep up. Love is love	unbiased
553	[@TheActivistOBT, @iamjondraper, Yes,, severity., And, I, agree, with, you, but, I, don't, give, a, fuck, what, the, numbers, say., The, fact, remains, that, if, a, film, crew, breaks, out, then, the, film, is, shut, down, until, they, have, recovered., I, would, like, to, go, to, a, movie, theater, again, to, see, something, other, than, a, 25, year, old, movie.]	[@TheActivistOBT, @iamjondraper, Yes,, severity., And, I, agree, with, you, but, I, don't, give, a, fuck, what, the, numbers, say., The, fact, remains, that, if, a, film, crew, breaks, out, then, the, film, is, shut, down, until, they, have, recovered., I, would, like, to, go, to, a, movie, theater, again, to, see, something, other, than, a, 25, year, old, movie.]	@TheActivistOBT @iamjondraper Yes, severity. And I agree with you but I don't give a fuck what the numbers say.  The fact remains that if a film crew breaks out then the film is shut down until they have recovered. I would like to go to a movie theater again to see something other than a 25 year old movie.	@TheActivistOBT @iamjondraper Yes, severity. And I agree with you but I don't give a fuck what the numbers say.  The fact remains that if a film crew breaks out then the film is shut down until they have recovered. I would like to go to a movie theater again to see something other than a 25 year old movie.	unbiased
554	[@DeaconPaulC, @THEBLANKETSTAC1, @SchoolboyOwn, @scottblue66, @Noble67Allan, @Pusser14405122, @Bruce437t, @Jamespa97888596, @bmstewart2004, @seatedskydiver, That's, why, I'm, so, proud, of, the, work, we, do, in, @navy_women, today]	[@DeaconPaulC, @THEBLANKETSTAC1, @SchoolboyOwn, @scottblue66, @Noble67Allan, @Pusser14405122, @Bruce437t, @Jamespa97888596, @bmstewart2004, @seatedskydiver, That's, why, I'm, so, proud, of, the, work, we, do, in, @navy_women, today]	@DeaconPaulC @THEBLANKETSTAC1 @SchoolboyOwn @scottblue66 @Noble67Allan @Pusser14405122 @Bruce437t @Jamespa97888596 @bmstewart2004 @seatedskydiver That's why I'm so proud of the work we do in @navy_women today	@DeaconPaulC @THEBLANKETSTAC1 @SchoolboyOwn @scottblue66 @Noble67Allan @Pusser14405122 @Bruce437t @Jamespa97888596 @bmstewart2004 @seatedskydiver That's why I'm so proud of the work we do in @navy_women today	unbiased
555	[This, was, posted, on, my, Instagram, in, 2013So, no,, it, has, nothing, to, do, with, the, @FBI, or, #gamergate, #repost#happyveteransday, yay, #noschool#thankyou#emts#doctors#soldiers#marine#navy#army#airforce#veterans#police#government, for, #fighting, for, #our#freedomhttps://t.co/ZXsRFS7Atn, https://t.co/MUaNHQLDTc]	[This, was, posted, on, my, Instagram, in, 2013So, no,, it, has, nothing, to, do, with, the, @FBI, or, #gamergate, #repost#happyveteransday, yay, #noschool#thankyou#emts#doctors#soldiers#marine#navy#army#airforce#veterans#police#government, for, #fighting, for, #our#freedomhttps://t.co/ZXsRFS7Atn, https://t.co/MUaNHQLDTc]	This was posted on my Instagram in 2013So no, it has nothing to do with the @FBI or #gamergate #repost#happyveteransday yay #noschool#thankyou#emts#doctors#soldiers#marine#navy#army#airforce#veterans#police#government for #fighting for #our#freedomhttps://t.co/ZXsRFS7Atn https://t.co/MUaNHQLDTc	This was posted on my Instagram in 2013So no, it has nothing to do with the @FBI or #gamergate #repost#happyveteransday yay #noschool#thankyou#emts#doctors#soldiers#marine#navy#army#airforce#veterans#police#government for #fighting for #our#freedomhttps://t.co/ZXsRFS7Atn https://t.co/MUaNHQLDTc	unbiased
556	[@FamilyManHays, Whooooo, once, in, million, that, happens, y'all, get, hella, happy, like, fam, y'all, need, to, chill, man, this, hilarious, URL, literally, damn, if, you, damn, if, you, don't, URL, literally, has, to, be, that, A+plus, student, for, Life, but, if, they, get, A-, it's, problems, in, the, house, lol., https://t.co/Ub2GlpKvMM]	[@FamilyManHays, Whooooo, once, in, million, that, happens, y'all, get, hella, happy, like, fam, y'all, need, to, chill, man, this, hilarious, URL, literally, damn, if, you, damn, if, you, don't, URL, literally, has, to, be, that, A+plus, student, for, Life, but, if, they, get, A-, it's, problems, in, the, house, lol., https://t.co/Ub2GlpKvMM]	@FamilyManHays Whooooo once in million that happens y'all get hella happy  like fam y'all need to chill man this hilarious URL literally damn if you damn if you don't URL literally has to be that A+plus student for Life but if they get A- it's problems in the house lol. https://t.co/Ub2GlpKvMM	@FamilyManHays Whooooo once in million that happens y'all get hella happy  like fam y'all need to chill man this hilarious URL literally damn if you damn if you don't URL literally has to be that A+plus student for Life but if they get A- it's problems in the house lol. https://t.co/Ub2GlpKvMM	unbiased
557	[If, that's, my, child, being, hit,, I'm, coming, down, to, the, field, to, sodomize, him, (the, coach)., Maybe, that'll, teach, him, to, chill, out, https://t.co/H4S1UtIMTe]	[If, that's, my, child, being, hit,, I'm, coming, down, to, the, field, to, sodomize, him, (the, coach)., Maybe, that'll, teach, him, to, chill, out, https://t.co/H4S1UtIMTe]	If that's my child being hit, I'm coming down to the field to sodomize him (the coach). Maybe that'll teach him to chill out https://t.co/H4S1UtIMTe	If that's my child being hit, I'm coming down to the field to sodomize him (the coach). Maybe that'll teach him to chill out https://t.co/H4S1UtIMTe	unbiased
558	[Baby, boy,, this, is, what, you, get, when, you, tease, me,, the, dom, says,, rubbing, his, cock, as, he, watches, his, baby, squirm, against, his, restraints., "I'm, sorry,, daddy,, please, just, let, me, cum.", The, dom, just, grabs, their, baby's, throat,, looks, into, his, eyes,, and, says,, "I, don't, think, so."]	[Baby, boy,, this, is, what, you, get, when, you, tease, me,, the, dom, says,, rubbing, his, cock, as, he, watches, his, baby, squirm, against, his, restraints., "I'm, sorry,, daddy,, please, just, let, me, cum.", The, dom, just, grabs, their, baby's, throat,, looks, into, his, eyes,, and, says,, "I, don't, think, so."]	Baby boy, this is what you get when you tease me, the dom says, rubbing his cock as he watches his baby squirm against his restraints. "I'm sorry, daddy, please just let me cum." The dom just grabs their baby's throat, looks into his eyes, and says, "I don't think so."	Baby boy, this is what you get when you tease me, the dom says, rubbing his cock as he watches his baby squirm against his restraints. "I'm sorry, daddy, please just let me cum." The dom just grabs their baby's throat, looks into his eyes, and says, "I don't think so."	unbiased
559	[@adchnn, Have, you, seen, that, one, doujin, where, he, got, gangbanged, tho]	[@adchnn, Have, you, seen, that, one, doujin, where, he, got, gangbanged, tho]	@adchnn Have you seen that one doujin where he got gangbanged tho	@adchnn Have you seen that one doujin where he got gangbanged tho	unbiased
560	[@KFILE, Oh, my., Thx, for, sharing, this, beautiful, little, lady's, journey., Peace, and, blessings, as, your, carry, her, spirit, w, you., always.]	[@KFILE, Oh, my., Thx, for, sharing, this, beautiful, little, lady's, journey., Peace, and, blessings, as, your, carry, her, spirit, w, you., always.]	@KFILE Oh my. Thx for sharing this beautiful little lady's journey.  Peace and blessings as your carry her spirit w you.  always.	@KFILE Oh my. Thx for sharing this beautiful little lady's journey.  Peace and blessings as your carry her spirit w you.  always.	unbiased
561	["ladies, is, it, hot, that, i'm, good, at, geoguessr?", wilbur, i, don't, like, men,, but, yes, i, find, it, attractive]	["ladies, is, it, hot, that, i'm, good, at, geoguessr?"", wilbur, i, don't, like, men,, but, yes, i, find, it, attractive"]	"ladies is it hot that i'm good at geoguessr?" wilbur i don't like men, but yes i find it attractive	"ladies is it hot that i'm good at geoguessr?"" wilbur i don't like men, but yes i find it attractive"	unbiased
562	[LADY, BOSS, SOCIAL, An, intimate, x, interactive, business, event, with, REAL, inspiration,, ESSENTIAL, lessons, and, VALUABLE, advice, from, women, entrepreneurs, for, today's, LADY, BOSS;, allowing, for, AUTHENTIC, connections, and, CULTIVATED, collaborations.JOIN, THE, WAIT, LIST.https://t.co/XwuQjlCmsM, https://t.co/YkOI17M4vC]	[LADY, BOSS, SOCIAL, An, intimate, x, interactive, business, event, with, REAL, inspiration,, ESSENTIAL, lessons, and, VALUABLE, advice, from, women, entrepreneurs, for, today's, LADY, BOSS;, allowing, for, AUTHENTIC, connections, and, CULTIVATED, collaborations.JOIN, THE, WAIT, LIST.https://t.co/XwuQjlCmsM, https://t.co/YkOI17M4vC]	LADY BOSS SOCIAL An intimate x interactive business event with REAL inspiration, ESSENTIAL lessons and VALUABLE advice from women entrepreneurs for today's LADY BOSS; allowing for AUTHENTIC connections and CULTIVATED collaborations.JOIN THE WAIT LIST.https://t.co/XwuQjlCmsM https://t.co/YkOI17M4vC	LADY BOSS SOCIAL An intimate x interactive business event with REAL inspiration, ESSENTIAL lessons and VALUABLE advice from women entrepreneurs for today's LADY BOSS; allowing for AUTHENTIC connections and CULTIVATED collaborations.JOIN THE WAIT LIST.https://t.co/XwuQjlCmsM https://t.co/YkOI17M4vC	unbiased
563	[@lms72, @washingtonpost, Why, do, you, believe, a, judge, (or, AG), would, violate, his, sworn, oath, of, office, and, rule, on, politics, rather, than, the, law?, Seriously., Is, that, what, you, do?, These, women, and, men, decide, on, evidence,, not, shouting, from, pols., Don't, suppose, others, lie., It, is, unwarranted,, and, I, bet, you, know, that]	[@lms72, @washingtonpost, Why, do, you, believe, a, judge, (or, AG), would, violate, his, sworn, oath, of, office, and, rule, on, politics, rather, than, the, law?, Seriously., Is, that, what, you, do?, These, women, and, men, decide, on, evidence,, not, shouting, from, pols., Don't, suppose, others, lie., It, is, unwarranted,, and, I, bet, you, know, that]	@lms72 @washingtonpost Why do you believe a judge (or AG) would violate his sworn oath of office and rule on politics rather than the law? Seriously. Is that what you do? These women and men decide on evidence, not shouting from pols. Don't suppose others lie. It is unwarranted, and I bet you know that	@lms72 @washingtonpost Why do you believe a judge (or AG) would violate his sworn oath of office and rule on politics rather than the law? Seriously. Is that what you do? These women and men decide on evidence, not shouting from pols. Don't suppose others lie. It is unwarranted, and I bet you know that	unbiased
564	[Like, it's, literally, not, my, fault, I'm, ugly, &, im, sorry, that, I, can't, be, this, masculine, child, that, you, want., :/]	[Like, it's, literally, not, my, fault, I'm, ugly, &, im, sorry, that, I, can't, be, this, masculine, child, that, you, want., :/]	Like it's literally not my fault I'm ugly & im sorry that I can't be this masculine child that you want. :/	Like it's literally not my fault I'm ugly & im sorry that I can't be this masculine child that you want. :/	unbiased
565	[@VanillaSpecs77, @NBAEthan_, @toonvos01, @illionos_, @willywonka073, @hiroshimasfoot, @KEEMSTAR, @Dream, No, actually, I, like, doing, this,, I, have, nothing, better, to, do,, and, I, want, to, see, the, moment, he, realises, we, aren't, comparing, rape, to, cheating,, were, comparing, what, happens, BTS, in, them., I, don't, actually, care, to, "take, u", I, want, to, see, when, his, brain, becomes, less, smooth,, 1/2]	[@VanillaSpecs77, @NBAEthan_, @toonvos01, @illionos_, @willywonka073, @hiroshimasfoot, @KEEMSTAR, @Dream, No, actually, I, like, doing, this,, I, have, nothing, better, to, do,, and, I, want, to, see, the, moment, he, realises, we, aren't, comparing, rape, to, cheating,, were, comparing, what, happens, BTS, in, them., I, don't, actually, care, to, "take, u", I, want, to, see, when, his, brain, becomes, less, smooth,, 1/2]	@VanillaSpecs77 @NBAEthan_ @toonvos01 @illionos_ @willywonka073 @hiroshimasfoot @KEEMSTAR @Dream No actually I like doing this, I have nothing better to do, and I want to see the moment he realises we aren't comparing rape to cheating, were comparing what happens BTS in them. I don't actually care to "take u" I want to see when his brain becomes less smooth, 1/2	@VanillaSpecs77 @NBAEthan_ @toonvos01 @illionos_ @willywonka073 @hiroshimasfoot @KEEMSTAR @Dream No actually I like doing this, I have nothing better to do, and I want to see the moment he realises we aren't comparing rape to cheating, were comparing what happens BTS in them. I don't actually care to "take u" I want to see when his brain becomes less smooth, 1/2	unbiased
