id	src tokenized	tgt tokenized	src raw	tgt raw	NOUN VERB	nsubj ROOT
370	@DIZZYISPOG not the victim card-	"[""@DIZZYISPOG"", ""not"", ""the"", ""victim"", ""card-""]"	@DIZZYISPOG not the victim card-	@DIZZYISPOG not the victim card-	PROPN PART DET NOUN VERB	npadvmod neg det nsubj ROOT
371	@SHO_Shameless HA what a knee slapper so freakin true	"[""@SHO_Shameless"", ""HA"", ""what"", ""a"", ""knee"", ""slapper"", ""so"", ""freakin"", ""true""]"	@SHO_Shameless HA what a knee slapper so freakin true	@SHO_Shameless HA what a knee slapper so freakin true	PUNCT VERB PRON DET NOUN NOUN CCONJ NOUN ADJ	compound ROOT dobj det compound nsubj cc nsubj intj
372	@bootyconnoisser They don't even wanna acknowledge that but we're supposed to break from and destroy some system of misandry for them	"[""@bootyconnoisser"", ""They"", ""don't"", ""even"", ""wanna"", ""acknowledge"", ""that"", ""but"", ""we're"", ""supposed"", ""to"", ""break"", ""from"", ""and"", ""destroy"", ""some"", ""system"", ""of"", ""misandry"", ""for"", ""them""]"	@bootyconnoisser They don't even wanna acknowledge that but we're supposed to break from and destroy some system of misandry for them	@bootyconnoisser They don't even wanna acknowledge that but we're supposed to break from and destroy some system of misandry for them	NOUN PRON AUX PART ADV VERB VERB SCONJ CCONJ PRON AUX VERB PART VERB ADP CCONJ VERB DET NOUN ADP NOUN ADP PRON	ROOT nsubj aux neg advmod ROOT xcomp punct cc nsubjpass auxpass ROOT aux xcomp prt cc conj det dobj prep pobj prep pobj
373	"NOW Sports Nutrition, Beef Bone Broth Powder made with Premium-Quality Beef Bone Extract , 1.2-Pound https://t.co/pf5QN3AR1K https://t.co/u9EwcYmxzV"	"[""NOW"", ""Sports"", ""Nutrition,"", ""Beef"", ""Bone"", ""Broth"", ""Powder"", ""made"", ""with"", ""Premium-Quality"", ""Beef"", ""Bone"", ""Extract"", ""1.2-Pound"", ""https://t.co/pf5QN3AR1K"", ""https://t.co/u9EwcYmxzV""]"	"NOW Sports Nutrition, Beef Bone Broth Powder made with Premium-Quality Beef Bone Extract , 1.2-Pound https://t.co/pf5QN3AR1K https://t.co/u9EwcYmxzV"	"NOW Sports Nutrition, Beef Bone Broth Powder made with Premium-Quality Beef Bone Extract , 1.2-Pound https://t.co/pf5QN3AR1K https://t.co/u9EwcYmxzV"	PUNCT PROPN PROPN PROPN PUNCT PROPN PROPN PROPN PROPN VERB ADP PROPN PUNCT PROPN PROPN PROPN PROPN PUNCT NUM PUNCT PROPN NOUN NOUN NOUN PUNCT	punct compound compound ROOT punct compound compound compound appos acl prep compound punct compound compound compound pobj punct nummod punct compound compound compound appos punct
374	"I would dislike a friend like James harden he gave one of the baby's a Prada bag, honey buns, Richard Mille and $100k."	"[""I"", ""would"", ""dislike"", ""a"", ""friend"", ""like"", ""James"", ""harden"", ""he"", ""gave"", ""one"", ""of"", ""the"", ""baby's"", ""a"", ""Prada"", ""bag,"", ""honey"", ""buns,"", ""Richard"", ""Mille"", ""and"", ""$100k.""]"	"I would dislike a friend like James harden he gave one of the baby's a Prada bag, honey buns, Richard Mille and $100k."	"I would dislike a friend like James harden he gave one of the baby's a Prada bag, honey buns, Richard Mille and $100k."	PUNCT PRON AUX VERB DET NOUN ADP PROPN NOUN PRON VERB NUM ADP DET NOUN PART DET PROPN NOUN PUNCT NOUN NOUN PUNCT PROPN PROPN CCONJ SYM NUM PUNCT PUNCT	punct nsubj aux ccomp det dobj prep compound pobj nsubj relcl dobj prep det poss case det compound pobj punct compound ROOT punct compound conj cc nmod conj punct punct
375	@GabSmolders Looks like a cool boss lady	"[""@GabSmolders"", ""Looks"", ""like"", ""a"", ""cool"", ""boss"", ""lady""]"	@GabSmolders Looks like a cool boss lady	@GabSmolders Looks like a cool boss lady	NOUN VERB ADP DET ADJ NOUN NOUN	nsubj ROOT prep det amod compound pobj
377	"I love poetry books, so I'm reading the one i have on this plane flight and one of the flight attendants goes ""it's good to see a brotha reading something that's is so deep"""	"[""I"", ""love"", ""poetry"", ""books,"", ""so"", ""I'm"", ""reading"", ""the"", ""one"", ""i"", ""have"", ""on"", ""this"", ""plane"", ""flight"", ""and"", ""one"", ""of"", ""the"", ""flight"", ""attendants"", ""goes"", """"it's"", ""good"", ""to"", ""see"", ""a"", ""brotha"", ""reading"", ""something"", ""that's"", ""is"", ""so"", ""deep""""]"	"I love poetry books, so I'm reading the one i have on this plane flight and one of the flight attendants goes ""it's good to see a brotha reading something that's is so deep"""	"I love poetry books, so I'm reading the one i have on this plane flight and one of the flight attendants goes ""it's good to see a brotha reading something that's is so deep"""	PUNCT PRON VERB NOUN NOUN PUNCT CCONJ PRON AUX VERB DET NOUN PRON VERB ADP DET NOUN NOUN CCONJ NUM ADP DET NOUN NOUN VERB PUNCT PUNCT PRON AUX ADJ PART VERB DET NOUN VERB PRON PRON AUX AUX ADV ADJ PUNCT PUNCT PUNCT	punct nsubj ccomp compound dobj punct advmod nsubj aux ccomp det dobj nsubj relcl prep det compound pobj cc conj prep det compound pobj conj punct punct nsubj ROOT acomp aux xcomp det nsubj ccomp dobj nsubj relcl ccomp advmod acomp punct punct punct
378	"@crusader_astral And you are right, the probleme is the war between left and right while if they work together they can do great things, the equality need freedom and freedom need equality. Right have many things to help people. Left have the humanity who"	"[""@crusader_astral"", ""And"", ""you"", ""are"", ""right,"", ""the"", ""probleme"", ""is"", ""the"", ""war"", ""between"", ""left"", ""and"", ""right"", ""while"", ""if"", ""they"", ""work"", ""together"", ""they"", ""can"", ""do"", ""great"", ""things,"", ""the"", ""equality"", ""need"", ""freedom"", ""and"", ""freedom"", ""need"", ""equality."", ""Right"", ""have"", ""many"", ""things"", ""to"", ""help"", ""people."", ""Left"", ""have"", ""the"", ""humanity"", ""who"", ""can"", ""gain"", ""great"", ""things"", ""to"", ""improve"", ""society""]"	"@crusader_astral And you are right, the probleme is the war between left and right while if they work together they can do great things, the equality need freedom and freedom need equality. Right have many things to help people. Left have the humanity who"	"@crusader_astral And you are right, the probleme is the war between left and right while if they work together they can do great things, the equality need freedom and freedom need equality. Right have many things to help people. Left have the humanity who"	PUNCT INTJ CCONJ PRON AUX ADJ PUNCT DET NOUN AUX DET NOUN ADP NOUN CCONJ ADJ SCONJ SCONJ PRON VERB ADV PRON AUX VERB ADJ NOUN PUNCT DET NOUN VERB NOUN CCONJ NOUN VERB NOUN PUNCT INTJ VERB ADJ NOUN PART VERB NOUN PUNCT ADJ VERB DET NOUN PRON PUNCT	punct intj cc nsubj ccomp acomp punct det nsubj ROOT det attr prep pobj cc conj mark mark nsubj advcl advmod nsubj aux advcl amod dobj punct det nsubj advcl nsubj cc conj ccomp dobj punct nsubj ROOT amod dobj aux relcl dobj punct nsubj ROOT det dobj ccomp punct
379	@ella_hollywood Fuck I hate that there is literally a good amount of people lucky enough to even share the same space with you for even some seconds And they fucking behave like this. (even as an accident) Aghh I would die even if I was in the same city a	"[""@ella_hollywood"", ""Fuck"", ""I"", ""hate"", ""that"", ""there"", ""is"", ""literally"", ""a"", ""good"", ""amount"", ""of"", ""people"", ""lucky"", ""enough"", ""to"", ""even"", ""share"", ""the"", ""same"", ""space"", ""with"", ""you"", ""for"", ""even"", ""some"", ""seconds"", ""And"", ""they"", ""fucking"", ""behave"", ""like"", ""this."", ""(even"", ""as"", ""an"", ""accident)"", ""Aghh"", ""I"", ""would"", ""die"", ""even"", ""if"", ""I"", ""was"", ""in"", ""the"", ""same"", ""city"", ""as"", ""you""]"	@ella_hollywood Fuck I hate that there is literally a good amount of people lucky enough to even share the same space with you for even some seconds And they fucking behave like this. (even as an accident) Aghh I would die even if I was in the same city a	@ella_hollywood Fuck I hate that there is literally a good amount of people lucky enough to even share the same space with you for even some seconds And they fucking behave like this. (even as an accident) Aghh I would die even if I was in the same city a	NOUN NOUN PRON VERB SCONJ PRON VERB ADV DET ADJ NOUN ADP NOUN ADJ ADV PART ADV VERB DET ADJ NOUN ADP PRON ADP ADV DET NOUN CCONJ PRON INTJ VERB ADP PRON PUNCT PUNCT ADV ADP DET NOUN PUNCT PROPN PRON AUX VERB ADV SCONJ PRON AUX ADP DET ADJ NOUN PRON	ROOT npadvmod nsubj ROOT mark expl ccomp advmod det amod attr prep pobj amod advmod aux advmod xcomp det amod dobj prep pobj prep advmod det pobj cc nsubj intj ROOT prep pobj punct punct advmod ROOT det pobj punct npadvmod nsubj aux ROOT advmod mark nsubj advcl prep det amod pobj punct
380	"The people deserve to know why they are being denied $2,000 / month survival checks. COVID-19 relief should not be debated behind closed doors."	"[""The"", ""people"", ""deserve"", ""to"", ""know"", ""why"", ""they"", ""are"", ""being"", ""denied"", ""month"", ""survival"", ""checks."", ""COVID-19"", ""relief"", ""should"", ""not"", ""be"", ""debated"", ""behind"", ""closed"", ""doors.""]"	"The people deserve to know why they are being denied $2,000 / month survival checks. COVID-19 relief should not be debated behind closed doors."	"The people deserve to know why they are being denied $2,000 / month survival checks. COVID-19 relief should not be debated behind closed doors."	PUNCT DET NOUN VERB PART VERB SCONJ PRON AUX AUX VERB SYM NUM SYM NOUN NOUN NOUN PUNCT PROPN NOUN AUX PART AUX VERB ADP ADJ NOUN PUNCT PUNCT	punct det nsubj ROOT aux xcomp advmod nsubjpass aux auxpass ccomp quantmod nummod punct compound compound dobj punct compound nsubjpass aux neg auxpass ROOT prep amod pobj punct punct
381	@HelenKarenWest This is a super news for the #WomensRights .	"[""@HelenKarenWest"", ""This"", ""is"", ""a"", ""super"", ""news"", ""for"", ""the"", ""#WomensRights""]"	@HelenKarenWest This is a super news for the #WomensRights .	@HelenKarenWest This is a super news for the #WomensRights .	ADJ PRON AUX DET ADJ NOUN ADP DET SYM PROPN PUNCT	npadvmod nsubj ROOT det amod attr prep det nmod pobj punct
382	"On Tuesday, Eritrean forces killed 81 civilians who were hiding in the Al-Nejashi mosque, a woman from the Tigray town of Negash tells me over the phone. She managed to escape the massacre & arrived in Mekele, last Wednesday after walking 4 more than 10https://t.co/ABxHzFX9kR"	"[""On"", ""Tuesday,"", ""Eritrean"", ""forces"", ""killed"", ""civilians"", ""who"", ""were"", ""hiding"", ""in"", ""the"", ""Al-Nejashi"", ""mosque,"", ""a"", ""woman"", ""from"", ""the"", ""Tigray"", ""town"", ""of"", ""Negash"", ""tells"", ""me"", ""over"", ""the"", ""phone."", ""She"", ""managed"", ""to"", ""escape"", ""the"", ""massacre"", ""arrived"", ""in"", ""Mekele,"", ""last"", ""Wednesday"", ""after"", ""walking"", ""more"", ""than"", ""10https://t.co/ABxHzFX9kR""]"	"On Tuesday, Eritrean forces killed 81 civilians who were hiding in the Al-Nejashi mosque, a woman from the Tigray town of Negash tells me over the phone. She managed to escape the massacre & arrived in Mekele, last Wednesday after walking 4 more than 10https://t.co/ABxHzFX9kR"	"On Tuesday, Eritrean forces killed 81 civilians who were hiding in the Al-Nejashi mosque, a woman from the Tigray town of Negash tells me over the phone. She managed to escape the massacre & arrived in Mekele, last Wednesday after walking 4 more than 10https://t.co/ABxHzFX9kR"	PUNCT ADP PROPN PUNCT ADJ NOUN VERB NUM NOUN PRON AUX VERB ADP DET PROPN PUNCT PROPN NOUN PUNCT DET NOUN ADP DET PROPN NOUN ADP PROPN VERB PRON ADP DET NOUN PUNCT PRON VERB PART VERB DET NOUN CCONJ VERB ADP PROPN PUNCT ADJ PROPN ADP VERB NUM ADJ ADP NUM PUNCT	punct prep pobj punct amod nsubj ROOT nummod dobj nsubj aux relcl prep det compound punct compound pobj punct det nsubj prep det compound pobj prep pobj conj dobj prep det pobj punct nsubj ROOT aux xcomp det dobj cc conj prep pobj punct amod npadvmod prep pcomp dobj amod prep pobj punct
383	@HAYMADEUS we can discuss that later but the important part is YOU AWESOME BEAUTIFUL QUEEN GODDESS	"[""@HAYMADEUS"", ""we"", ""can"", ""discuss"", ""that"", ""later"", ""but"", ""the"", ""important"", ""part"", ""is"", ""YOU"", ""AWESOME"", ""BEAUTIFUL"", ""QUEEN"", ""GODDESS""]"	@HAYMADEUS we can discuss that later but the important part is YOU AWESOME BEAUTIFUL QUEEN GODDESS	@HAYMADEUS we can discuss that later but the important part is YOU AWESOME BEAUTIFUL QUEEN GODDESS	PROPN PRON AUX VERB PRON ADV CCONJ DET ADJ NOUN AUX PRON PROPN PROPN PROPN PROPN	npadvmod nsubj aux ROOT dobj advmod cc det amod nsubj conj nsubj compound compound compound attr
384	@baqwasx the prompt isn't posted yet..... I'm a free woman till 9 am tmrw  what else ??	"[""@baqwasx"", ""the"", ""prompt"", ""isn't"", ""posted"", ""yet....."", ""I'm"", ""a"", ""free"", ""woman"", ""till"", ""am"", ""tmrw"", ""what"", ""else""]"	@baqwasx the prompt isn't posted yet..... I'm a free woman till 9 am tmrw  what else ??	@baqwasx the prompt isn't posted yet..... I'm a free woman till 9 am tmrw  what else ??	VERB DET NOUN AUX PART VERB ADV PUNCT PRON AUX DET ADJ NOUN SCONJ NUM NOUN PROPN SPACE PRON ADV PUNCT PUNCT	dep det nsubjpass auxpass neg ROOT advmod punct nsubj ROOT det amod attr prep nummod pobj npadvmod dep dep advmod punct punct
385	"Police searching for man accused of stealing woman's purse from inside business, driving off with her v READ MORE: https://t.co/zKtQGoICp5#business #BusinessPlan #BusinessStrategy #Education #Entrepreneur #Entrepreneurship #NewBusiness #OnlineBusiness #Products #Services~ https://t.co/XQCsLTXfC5"	"[""Police"", ""searching"", ""for"", ""man"", ""accused"", ""of"", ""stealing"", ""woman's"", ""purse"", ""from"", ""inside"", ""business,"", ""driving"", ""off"", ""with"", ""her"", ""v"", ""READ"", ""MORE:"", ""https://t.co/zKtQGoICp5#business"", ""#BusinessPlan"", ""#BusinessStrategy"", ""#Education"", ""#Entrepreneur"", ""#Entrepreneurship"", ""#NewBusiness"", ""#OnlineBusiness"", ""#Products"", ""#Services~"", ""https://t.co/XQCsLTXfC5""]"	"Police searching for man accused of stealing woman's purse from inside business, driving off with her v READ MORE: https://t.co/zKtQGoICp5#business #BusinessPlan #BusinessStrategy #Education #Entrepreneur #Entrepreneurship #NewBusiness #OnlineBusiness #Products #Services~ https://t.co/XQCsLTXfC5"	"Police searching for man accused of stealing woman's purse from inside business, driving off with her v READ MORE: https://t.co/zKtQGoICp5#business #BusinessPlan #BusinessStrategy #Education #Entrepreneur #Entrepreneurship #NewBusiness #OnlineBusiness #Products #Services~ https://t.co/XQCsLTXfC5"	PUNCT NOUN VERB ADP NOUN VERB ADP VERB NOUN PART NOUN ADP ADP NOUN PUNCT VERB ADP ADP PRON NOUN VERB ADJ PUNCT PROPN SYM PROPN SYM PROPN SYM NOUN ADV PROPN SYM NOUN SYM PROPN SYM PROPN SYM NOUN SYM PROPN PROPN PUNCT	punct nsubj acl prep pobj acl prep pcomp poss case dobj prep amod pobj punct acl prt prep poss pobj ROOT advmod punct nsubj punct nmod punct appos punct appos nmod npadvmod punct appos nmod appos npadvmod appos nmod npadvmod nmod compound appos punct
386	"Hello stalker in Scotland using Google Chrome an app I do not use won't supply and IP address though, #stalked #harassed #loggedinsametimeasme #nowherenearscotland #differentisland https://t.co/VeUiKmyw03"	"[""Hello"", ""stalker"", ""in"", ""Scotland"", ""using"", ""Google"", ""Chrome"", ""an"", ""app"", ""I"", ""do"", ""not"", ""use"", ""won't"", ""supply"", ""and"", ""IP"", ""address"", ""though,"", ""#stalked"", ""#harassed"", ""#loggedinsametimeasme"", ""#nowherenearscotland"", ""#differentisland"", ""https://t.co/VeUiKmyw03""]"	"Hello stalker in Scotland using Google Chrome an app I do not use won't supply and IP address though, #stalked #harassed #loggedinsametimeasme #nowherenearscotland #differentisland https://t.co/VeUiKmyw03"	"Hello stalker in Scotland using Google Chrome an app I do not use won't supply and IP address though, #stalked #harassed #loggedinsametimeasme #nowherenearscotland #differentisland https://t.co/VeUiKmyw03"	PUNCT INTJ NOUN ADP PROPN VERB PROPN PROPN DET NOUN PRON AUX PART VERB AUX PART VERB CCONJ PROPN NOUN ADV PUNCT PRON VERB ADV VERB SYM NOUN SYM NOUN SYM NOUN NOUN PUNCT	punct compound nsubj prep pobj acl compound dobj det dobj nsubj aux neg relcl aux neg ccomp cc compound conj advmod punct nsubj ROOT advmod advcl nmod dobj nmod npadvmod nmod npadvmod nummod punct
387	@adgs8 And am I the only suburban white woman whose neighborhood is still standing??	"[""@adgs8"", ""And"", ""am"", ""I"", ""the"", ""only"", ""suburban"", ""white"", ""woman"", ""whose"", ""neighborhood"", ""is"", ""still"", ""standing??""]"	@adgs8 And am I the only suburban white woman whose neighborhood is still standing??	@adgs8 And am I the only suburban white woman whose neighborhood is still standing??	PROPN CCONJ AUX PRON DET ADJ ADJ ADJ NOUN DET NOUN AUX ADV VERB PUNCT PUNCT	ROOT cc ROOT nsubj det amod amod amod attr poss nsubj aux advmod relcl punct punct
388	@JeffreyGuterman @WhiteHouse @realDonaldTrump Do all you democrats Smoke crack  Democrat I never knew that we have people Like you guys that could hate the United States has much Always want to blame one person Remember We cannot fight something that we c	"[""@JeffreyGuterman"", ""@WhiteHouse"", ""@realDonaldTrump"", ""Do"", ""all"", ""you"", ""democrats"", ""Smoke"", ""crack"", ""Democrat"", ""I"", ""never"", ""knew"", ""that"", ""we"", ""have"", ""people"", ""Like"", ""you"", ""guys"", ""that"", ""could"", ""hate"", ""the"", ""United"", ""States"", ""has"", ""much"", ""Always"", ""want"", ""to"", ""blame"", ""one"", ""person"", ""Remember"", ""We"", ""cannot"", ""fight"", ""something"", ""that"", ""we"", ""cannotsee"", ""Always"", ""wanting"", ""to"", ""blame"", ""president"", ""trump"", ""It's"", ""not"", ""just"", ""one"", ""guy""]"	@JeffreyGuterman @WhiteHouse @realDonaldTrump Do all you democrats Smoke crack  Democrat I never knew that we have people Like you guys that could hate the United States has much Always want to blame one person Remember We cannot fight something that we c	@JeffreyGuterman @WhiteHouse @realDonaldTrump Do all you democrats Smoke crack  Democrat I never knew that we have people Like you guys that could hate the United States has much Always want to blame one person Remember We cannot fight something that we c	PROPN PROPN NOUN AUX PRON PRON PROPN VERB VERB SPACE PROPN PRON ADV VERB SCONJ PRON VERB NOUN ADP PRON NOUN PRON AUX VERB DET PROPN PROPN AUX ADJ ADV VERB PART VERB NUM NOUN VERB PRON AUX PART VERB PRON PRON PRON VERB	compound compound nsubj aux predet nmod nsubj nsubj advcl dep dobj nsubj neg ROOT mark nsubj ccomp dobj prep nmod pobj nsubj aux relcl det compound dobj aux nsubj advmod ccomp aux xcomp nummod dobj ccomp nsubj aux neg ccomp dobj advmod nsubj relcl
389	Ladies don't get fooled before the year is up that 600 bout to get real spooky.. https://t.co/8dDb6Z9byZ	"[""Ladies"", ""don't"", ""get"", ""fooled"", ""before"", ""the"", ""year"", ""is"", ""up"", ""that"", ""bout"", ""to"", ""get"", ""real"", ""spooky.."", ""https://t.co/8dDb6Z9byZ""]"	Ladies don't get fooled before the year is up that 600 bout to get real spooky.. https://t.co/8dDb6Z9byZ	Ladies don't get fooled before the year is up that 600 bout to get real spooky.. https://t.co/8dDb6Z9byZ	NOUN AUX PART AUX VERB SCONJ DET NOUN AUX ADV DET NUM NOUN PART VERB ADJ ADJ PUNCT VERB	nsubjpass aux neg auxpass ROOT mark det nsubj advcl advmod det nummod attr aux advcl amod advmod punct ROOT
390	"@UrsulaV @jonrosenberg Yeah, go for a vat of slag."	"[""@UrsulaV"", ""@jonrosenberg"", ""Yeah,"", ""go"", ""for"", ""a"", ""vat"", ""of"", ""slag.""]"	"@UrsulaV @jonrosenberg Yeah, go for a vat of slag."	"@UrsulaV @jonrosenberg Yeah, go for a vat of slag."	PUNCT PROPN PROPN INTJ PUNCT VERB ADP DET NOUN ADP NOUN PUNCT PUNCT	punct compound compound nsubj punct ROOT prep det pobj prep pobj punct punct
391	#FactCheckingDespotAbiyAhmed: Out of the 43K Tigrayans fled to Sudan more than 700 women are pregnant and 150 of them are survivors of gender based violence. #AbiyLiesEthiopiaDies @Refugees @hrw  @Refugees  #TigrayGenocide #StopWarOnTigray https://t.co/rfiZUQRqxN	"[""#FactCheckingDespotAbiyAhmed:"", ""Out"", ""of"", ""the"", ""43K"", ""Tigrayans"", ""fled"", ""to"", ""Sudan"", ""more"", ""than"", ""women"", ""are"", ""pregnant"", ""and"", ""of"", ""them"", ""are"", ""survivors"", ""of"", ""gender"", ""based"", ""violence."", ""#AbiyLiesEthiopiaDies"", ""@Refugees"", ""@hrw"", ""@Refugees"", ""#TigrayGenocide"", ""#StopWarOnTigray"", ""https://t.co/rfiZUQRqxN""]"	#FactCheckingDespotAbiyAhmed: Out of the 43K Tigrayans fled to Sudan more than 700 women are pregnant and 150 of them are survivors of gender based violence. #AbiyLiesEthiopiaDies @Refugees @hrw  @Refugees  #TigrayGenocide #StopWarOnTigray https://t.co/rfiZUQRqxN	#FactCheckingDespotAbiyAhmed: Out of the 43K Tigrayans fled to Sudan more than 700 women are pregnant and 150 of them are survivors of gender based violence. #AbiyLiesEthiopiaDies @Refugees @hrw  @Refugees  #TigrayGenocide #StopWarOnTigray https://t.co/rfiZUQRqxN	SYM VERB PUNCT ADP ADP DET NUM PROPN PROPN VERB ADP PROPN ADJ ADP NUM NOUN AUX ADJ CCONJ NUM ADP PRON AUX NOUN ADP NOUN VERB NOUN PUNCT SYM VERB NOUN NUM SPACE X SPACE SYM PROPN SYM VERB PROPN	dep ROOT punct prep prep det nummod compound pobj ccomp prep pobj amod quantmod nummod nsubj conj acomp cc nsubj prep pobj conj attr prep npadvmod amod pobj punct nsubj ROOT prep npadvmod dep det dep nmod npadvmod punct dep dobj
393	"@1800benriya She'll laugh at the response. 'Like a villain in guessing.' Another small chuckle from the lovely lady before actually responding.'Writing, vibin, throwing knives into a cutting board when I'm not playing five finger fillet with them.'"	"[""@1800benriya"", ""She'll"", ""laugh"", ""at"", ""the"", ""response."", ""'Like"", ""a"", ""villain"", ""in"", ""guessing.'"", ""Another"", ""small"", ""chuckle"", ""from"", ""the"", ""lovely"", ""lady"", ""before"", ""actually"", ""responding.'Writing,"", ""vibin,"", ""throwing"", ""knives"", ""into"", ""a"", ""cutting"", ""board"", ""when"", ""I'm"", ""not"", ""playing"", ""five"", ""finger"", ""fillet"", ""with"", ""them.'""]"	"@1800benriya She'll laugh at the response. 'Like a villain in guessing.' Another small chuckle from the lovely lady before actually responding.'Writing, vibin, throwing knives into a cutting board when I'm not playing five finger fillet with them.'"	"@1800benriya She'll laugh at the response. 'Like a villain in guessing.' Another small chuckle from the lovely lady before actually responding.'Writing, vibin, throwing knives into a cutting board when I'm not playing five finger fillet with them.'"	PUNCT PROPN PRON AUX VERB ADP DET NOUN PUNCT PUNCT ADP DET NOUN ADP VERB PUNCT PUNCT DET ADJ NOUN ADP DET ADJ NOUN ADP ADV VERB PUNCT NOUN PUNCT NOUN PUNCT VERB NOUN ADP DET VERB NOUN SCONJ PRON AUX PART VERB NUM NOUN NOUN ADP PRON PUNCT PUNCT PUNCT	punct meta nsubj aux ROOT prep det pobj punct punct ROOT det pobj prep pobj punct punct det amod ROOT prep det amod pobj prep advmod pcomp punct nmod punct ROOT punct acl dobj prep det amod pobj advmod nsubj aux neg advcl nummod compound dobj prep pobj punct punct punct
394	"and the thing that makes sexual assault is not the specific act being carried out, but rather the lack of consent to that act, WHATEVER it happens to be, kink or vanilla or street harassment"	"[""and"", ""the"", ""thing"", ""that"", ""makes"", ""sexual"", ""assault"", ""is"", ""not"", ""the"", ""specific"", ""act"", ""being"", ""carried"", ""out,"", ""but"", ""rather"", ""the"", ""lack"", ""of"", ""consent"", ""to"", ""that"", ""act,"", ""WHATEVER"", ""it"", ""happens"", ""to"", ""be,"", ""kink"", ""or"", ""vanilla"", ""or"", ""street"", ""harassment""]"	"and the thing that makes sexual assault is not the specific act being carried out, but rather the lack of consent to that act, WHATEVER it happens to be, kink or vanilla or street harassment"	"and the thing that makes sexual assault is not the specific act being carried out, but rather the lack of consent to that act, WHATEVER it happens to be, kink or vanilla or street harassment"	PUNCT CCONJ DET NOUN PRON VERB ADJ NOUN AUX PART DET ADJ NOUN AUX VERB ADP PUNCT CCONJ ADV DET NOUN ADP NOUN ADP DET NOUN PUNCT PRON PRON VERB PART AUX PUNCT NOUN CCONJ NOUN CCONJ NOUN NOUN PUNCT	punct cc det nsubj nsubj relcl amod dobj ROOT neg det amod nsubjpass auxpass ccomp prt punct cc advmod det conj prep pobj prep det pobj punct dobj nsubj relcl aux xcomp punct conj cc conj cc compound conj punct
395	"@TheNativeAngel @FeministGhoul @DoomSperg @DSiPaint By your dumb logic, gays, the infertile, and post menopausal women shouldn't be allowed to have sex because they can't reproduce."	"[""@TheNativeAngel"", ""@FeministGhoul"", ""@DoomSperg"", ""@DSiPaint"", ""By"", ""your"", ""dumb"", ""logic,"", ""gays,"", ""the"", ""infertile,"", ""and"", ""post"", ""menopausal"", ""women"", ""shouldn't"", ""be"", ""allowed"", ""to"", ""have"", ""sex"", ""because"", ""they"", ""can't"", ""reproduce.""]"	"@TheNativeAngel @FeministGhoul @DoomSperg @DSiPaint By your dumb logic, gays, the infertile, and post menopausal women shouldn't be allowed to have sex because they can't reproduce."	"@TheNativeAngel @FeministGhoul @DoomSperg @DSiPaint By your dumb logic, gays, the infertile, and post menopausal women shouldn't be allowed to have sex because they can't reproduce."	PUNCT PROPN PROPN PUNCT NOUN ADP PRON ADJ NOUN PUNCT NOUN PUNCT DET NOUN PUNCT CCONJ VERB ADJ NOUN AUX PART AUX VERB PART VERB NOUN SCONJ PRON AUX PART VERB PUNCT PUNCT	punct compound npadvmod punct ROOT prep poss amod pobj punct appos punct det conj punct cc conj amod nsubjpass aux neg auxpass ROOT aux xcomp dobj mark nsubj aux neg advcl punct punct
396	"@bayareahausfrau @defiance_lady Slackers. One year I ordered hubs a huge new grill from Amazon; I had to use my feet to roll it over because it was so heavy, and it looked like something Frankenstein had wrapped, because it took 3 rolls of paper, but I di"	"[""@bayareahausfrau"", ""@defiance_lady"", ""Slackers."", ""One"", ""year"", ""I"", ""ordered"", ""hubs"", ""a"", ""huge"", ""new"", ""grill"", ""from"", ""Amazon;"", ""I"", ""had"", ""to"", ""use"", ""my"", ""feet"", ""to"", ""roll"", ""it"", ""over"", ""because"", ""it"", ""was"", ""so"", ""heavy,"", ""and"", ""it"", ""looked"", ""like"", ""something"", ""Frankenstein"", ""had"", ""wrapped,"", ""because"", ""it"", ""took"", ""rolls"", ""of"", ""paper,"", ""but"", ""I"", ""did"", ""it!"", ""Now"", ""I've"", ""learned"", ""the"", ""trick"", ""don't"", ""wrap"", ""the"", ""bottom.""]"	"@bayareahausfrau @defiance_lady Slackers. One year I ordered hubs a huge new grill from Amazon; I had to use my feet to roll it over because it was so heavy, and it looked like something Frankenstein had wrapped, because it took 3 rolls of paper, but I di"	"@bayareahausfrau @defiance_lady Slackers. One year I ordered hubs a huge new grill from Amazon; I had to use my feet to roll it over because it was so heavy, and it looked like something Frankenstein had wrapped, because it took 3 rolls of paper, but I di"	PUNCT PROPN PUNCT NOUN PUNCT NUM NOUN PRON VERB PROPN DET ADJ ADJ NOUN ADP PROPN PUNCT PRON VERB PART VERB PRON NOUN PART VERB PRON ADP SCONJ PRON AUX ADV ADJ PUNCT CCONJ PRON VERB ADP PRON PROPN AUX VERB PUNCT SCONJ PRON VERB NUM NOUN ADP NOUN PUNCT CCONJ PRON VERB PUNCT	punct amod punct ROOT punct nummod npadvmod nsubj ccomp dobj det amod amod dobj prep pobj punct nsubj ROOT aux xcomp poss dobj aux xcomp dobj prt mark nsubj advcl advmod acomp punct cc nsubj conj prep pobj nsubj aux relcl punct mark nsubj advcl nummod dobj prep pobj punct cc nsubj conj punct
